,job,company,location,duration,stipend(/month),posted,skills_required,avg_stipend,is_work_from_home,job_gre_5,comp_more_demandable_job,com_gre_5,paid/free
146,Calling Customers,OB Hospitalities Private Limited,Mumbai,3 Months,10000,3 weeks ago,"['Client Relationship', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Lead Generation', 'Sales', 'Time Management']",10000,0,0,0,0,1
147,Content Writing,Letstute,Mumbai,3 Months,8000,1 day ago,"['Content Writing', 'Creative Writing', 'English Proficiency (Written)', 'Financial literacy']",8000,0,1,0,0,1
148,Content Creation,Euro Dreams Eduverseas Private Limited,Indore,6 Months,5000,Today,"['Content Marketing', 'Content Writing', 'Social Media Marketing']",5000,0,1,0,1,1
149,B2B Sales And Marketing,Intesome,Pune,6 Months,10000,Today,"['Digital Marketing', 'Email Marketing', 'English Proficiency (Spoken)', 'Sales', 'Sales pitch']",10000,0,0,0,1,1
150,Videography,ThumbStack,Mumbai,3 Months,5000-10000,1 day ago,"['Adobe After Effects', 'Adobe Photoshop', 'Adobe Premiere Pro', 'Photography', 'Video Editing', 'Video Making']",7500,0,1,0,0,1
151,Content Writing,Euro Dreams Eduverseas Private Limited,Indore,6 Months,5000,1 day ago,"['Blogging', 'Creative Writing', 'Digital Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Search Engine Optimization (SEO)', 'Social Media Marketing']",5000,0,1,0,1,1
152,Anchoring,Small Box Office,Delhi,6 Months,3000,,"['Anchoring', 'English Proficiency (Spoken)', 'Hindi Proficiency (Spoken)']",3000,0,1,0,1,1
153,Fashion Consultant,Pitambra Film & Production LLP,Mumbai,2 Months,10000-20000,1 day ago,['Fashion Styling'],15000,0,1,0,1,1
154,Business Development (Sales),Talent Enterprises,Delhi,6 Months,25000,1 day ago,"['English Proficiency (Spoken)', 'Sales']",25000,0,1,0,0,1
155,Operations,Infinity Events,Kolkata,3 Months,7500,Today,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'MS-Office']",7500,0,1,0,0,1
156,Marketing,Anahad Pharma Private Limited,Mumbai,2 Months,10000,1 day ago,"['English Proficiency (Spoken)', 'Hindi Proficiency (Spoken)', 'MS-Office']",10000,0,1,0,0,1
157,Inside Sales,Urbanroof,Pune,6 Months,10000,1 day ago,"['Effective Communication', 'Sales']",10000,0,1,0,1,1
158,Film Assistance and Direction,Small Box Office,Delhi,6 Months,10000,3 weeks ago,['NOT MENTIONED'],10000,0,0,0,1,1
159,Business Development (Sales),PPT Pasta PowerPoint Solutions,Mumbai,3 Months,3000,1 day ago,"['Content Writing', 'Effective Communication', 'English Proficiency (Spoken)', 'Sales pitch']",3000,0,1,0,0,1
160,Social Media Marketing,Small Box Office,Pune,6 Months,10000,,"['Digital Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Social Media Marketing']",10000,0,1,0,1,1
161,Non Fiction Script Writing,Small Box Office,Delhi,6 Months,10000,3 weeks ago,['Content Writing'],10000,0,0,0,1,1
162,Sales,Euro Dreams Eduverseas Private Limited,"Indore, Delhi",6 Months,5000-10000,Today,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'MS-Excel']",7500,0,1,0,1,1
163,Marketing,TensorGo Software Private Limited,Hyderabad,6 Months,15000,1 day ago,"['Content Marketing', 'Content Writing', 'Market Analysis', 'Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)']",15000,0,1,0,0,1
164,Digital Marketing,Urbanroof,Pune,6 Months,10000,1 day ago,"['Creative Writing', 'Digital Marketing', 'Facebook Marketing', 'Instagram Marketing', 'Lead Generation', 'Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)', 'Social Media Marketing']",10000,0,1,0,1,1
165,Video Editing/Making,Small Box Office,Delhi,6 Months,10000,2 days ago,"['Adobe Premiere Pro', 'Final Cut Pro', 'Video Editing']",10000,0,1,0,1,1
166,Field Sales,Euro Dreams Eduverseas Private Limited,"Indore, Delhi",6 Months,5000-10000,Today,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'Hindi Proficiency (Spoken)', 'MS-Excel']",7500,0,1,0,1,1
167,Telesales Intern,Tulsi-company,Jaipur,3 Months,5000,Today,"['Data Analysis', 'Effective Communication', 'English Proficiency (Spoken)', 'MS-Excel']",5000,0,0,0,0,1
168,Telecalling,Adroit People,Hyderabad,6 Months,10000,1 week ago,"['English Proficiency (Spoken)', 'Sales']",10000,0,1,0,0,1
169,Search Engine Optimization (SEO),Indika AI Private Limited,Delhi,3 Months,6000-8000,1 day ago,"['Digital Marketing', 'English Proficiency (Written)', 'Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)', 'Social Media Marketing']",7000,0,1,0,1,1
170,Customer Support,IB Cricket,Hyderabad,4 Months,15000-25000,1 day ago,"['Effective Communication', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",20000,0,1,0,1,1
171,Academic Counseling,Euro Dreams Eduverseas Private Limited,"Delhi, Indore",6 Months,5000-7000,Today,"['Email Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'MS-Excel', 'MS-Office']",6000,0,0,0,1,1
172,Accounting & Taxation,DHAVAL PATWA,Surat,6 Months,5000-8000,,['MS-Excel'],6500,0,1,0,0,1
173,Human Resources (HR),Prepca Eduserv Private Limited,Pune,4 Months,10000-20000,Today,['NOT MENTIONED'],15000,0,1,0,0,1
174,Accounting & Tally,Adesh Kumar,Jaipur,6 Months,7000-12000,1 day ago,"['Accounting', 'MS-Excel', 'Tally']",9500,0,1,0,0,1
175,Recruitment Consultant,Hiring Trendz Placement Services,Delhi,3 Months,5000,1 day ago,['English Proficiency (Spoken)'],5000,0,1,0,0,1
176,Human Resources (HR),AKS Worldwide Private Limited,Gurgaon,6 Months,10000-12000,1 day ago,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'MS-Office', 'Recruitment']",11000,0,1,0,0,1
177,Office Administration,Vajiram & Ravi,Chennai,6 Months,16000,1 day ago,"['English Proficiency (Spoken)', 'English Proficiency (Written)']",16000,0,0,0,0,1
178,Video Editing/Making,Shark Buzz,Greater Noida,6 Months,8000,1 day ago,"['Adobe After Effects', 'Adobe Premiere Pro', 'Canva', 'Video Editing']",8000,0,1,0,0,1
179,Business Development (Sales),Euro Dreams Eduverseas Private Limited,"Indore, Delhi",6 Months,5000-10000,Today,"['Digital Marketing', 'Email Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'MS-Excel', 'Social Media Marketing']",7500,0,1,0,1,1
180,Video Editing,Vajiram & Ravi,Chennai,6 Months,16000,1 day ago,"['Video Editing', 'Video Making']",16000,0,1,0,0,1
181,Training And Development,Internshala Trainings,Gurgaon,6 Months,18000,1 day ago,['Effective Communication'],18000,0,0,0,1,1
182,Human Resources (HR),Expertrons,Mumbai,2 Months,5000-7500,1 day ago,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'Recruitment']",6250,0,1,0,0,1
183,Business Development (Bangalore),IB Cricket,Bangalore,5 Months,20000-25000,1 day ago,"['Effective Communication', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",22500,0,0,0,1,1
184,Accounting & Tally,FynTune Solution Private Limited,Navi Mumbai,6 Months,12000,1 day ago,"['Accounting', 'Advanced Excel', 'MS-Word', 'Tally']",12000,0,1,0,1,1
185,Social Media Marketing,Power Tourism Company,Coimbatore,6 Months,10000,,"['Canva', 'Facebook Marketing', 'Instagram Marketing', 'Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)', 'Social Media Marketing']",10000,0,1,0,0,1
186,Human Resources (HR),Anahad Pharma Private Limited,Mumbai,2 Months,10000-15000,1 day ago,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'Google Suite (G Suite)', 'MS-Office', 'Recruitment']",12500,0,1,0,0,1
187,Graphic Design,Maximl Labs Private Limited,Bangalore,6 Months,25000,1 day ago,"['Adobe Illustrator', 'Adobe Indesign', 'Adobe Photoshop', 'Canva']",25000,0,1,0,0,1
188,Human Resources (HR),Adore Earth,Kolkata,6 Months,4000,1 day ago,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'MS-Excel']",4000,0,1,0,0,1
189,Operations,Rentkar-Switch To Share,Bangalore,3 Months,12000-14000,1 day ago,['NOT MENTIONED'],13000,0,1,0,0,1
190,Business Development (Sales),HealthFlex,Bangalore,3 Months,15000-20000,Today,"['Business Research', 'English Proficiency (Spoken)', 'Sales', 'Sales pitch']",17500,0,1,0,1,1
191,Content Creation,Everstylish Lifestyle Private Limited,Gurgaon,3 Months,15000,1 day ago,"['Creative Writing', 'English Proficiency (Written)']",15000,0,1,0,0,1
192,Graphic Design,Grow2Viral,Noida,6 Months,10000-12000,1 day ago,"['Adobe After Effects', 'Adobe Illustrator', 'Adobe Indesign', 'Adobe Photoshop', 'Adobe Premiere Pro', 'CorelDRAW', 'UI & UX Design', 'Video Editing']",11000,0,1,0,0,1
193,Business Development (Sales),DGguru Learning Solutions Private Limited (MentorKart),Noida,3 Months,15000,,"['English Proficiency (Spoken)', 'Sales']",15000,0,1,0,0,1
194,Executive Assistance,Daksoft Solutions,Noida,6 Months,10000,,['NOT MENTIONED'],10000,0,0,0,0,1
195,Execution Claims,PlanCover,Gurgaon,6 Months,10000,2 days ago,['NOT MENTIONED'],10000,0,0,0,1,1
196,Business Development (Sales),Small Box Office,Delhi,6 Months,10000,,"['Digital Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Social Media Marketing']",10000,0,1,0,1,1
197,Digital Marketing,Econstruct Design And Build Private Limited,Bangalore,6 Months,18000,1 day ago,"['Creative Writing', 'Digital Marketing', 'Email Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Facebook Marketing', 'Instagram Marketing', 'Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)', 'Social Media Marketing']",18000,0,1,0,0,1
198,Email Marketing,OpeninApp,Bangalore,6 Months,15000-25000,1 day ago,"['Content Marketing', 'Email Marketing', 'Marketing', 'Marketing Campaigns']",20000,0,1,0,0,1
199,Enterprise Customer Support,PlanCover,Gurgaon,6 Months,10000,2 days ago,['NOT MENTIONED'],10000,0,0,0,1,1
200,UX/UI Design,Guruji Astro,Jaipur,5 Months,8000-10000,1 day ago,"['Adobe Illustrator', 'Adobe Photoshop', 'Canva']",9000,0,1,0,1,1
201,Lead Generation,PlanCover,Gurgaon,6 Months,10000,2 days ago,"['Email Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'MS-Excel']",10000,0,1,0,1,1
202,Sales,AppX,Noida,2 Months,15000,,"['Effective Communication', 'English Proficiency (Spoken)', 'Sales', 'Sales pitch']",15000,0,1,0,0,1
203,Human Resources (HR),B B Advisory,Bangalore,2 Months,5000,Today,['English Proficiency (Spoken)'],5000,0,1,0,1,1
204,HR - Recruitment,Indian Art Villa,Jaipur,6 Months,8000,1 week ago,['NOT MENTIONED'],8000,0,0,0,0,1
205,Business Development (Sales),CloudBird Digital Private Limited,Noida,4 Months,10000-15000,2 days ago,"['English Proficiency (Spoken)', 'MS-Excel', 'Sales', 'Sales pitch']",12500,0,1,0,1,1
206,Business Development (Sales),DigiVibrant Techsolutions Private Limited,Noida,6 Months,10000,2 days ago,['NOT MENTIONED'],10000,0,1,0,0,1
207,Oracle Database,MCT India Infotech Private Limited,"Delhi, Noida",3 Months,15000-20000,1 day ago,"['Effective Communication', 'English Proficiency (Written)', 'Oracle']",17500,0,0,0,0,1
208,Brand Management,APSK Production & Entertainment Private Limited,Noida,2 Months,5000-8000,2 days ago,"['Client Relationship', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Fashion Styling', 'MS-Excel', 'Photography']",6500,0,1,0,0,1
209,Accounts,SP Associates,Bangalore,6 Months,10000,Today,"['Accounting', 'English Proficiency (Written)', 'MS-Excel', 'Tally']",10000,0,1,0,0,1
210,E-Commerce Catalog Management,Shrima Lifestyle Private Limited,Thane,6 Months,10000,2 days ago,"['Canva', 'MS-Excel', 'MS-Word']",10000,0,1,0,0,1
211,Product Marketing And Sales,Shriram Enterprises,Bangalore,3 Months,10000,3 weeks ago,"['Digital Marketing', 'Effective Communication', 'English Proficiency (Spoken)', 'Sales pitch', 'Social Media Marketing']",10000,0,0,0,0,1
212,Marketing,GoMechanic,Gurgaon,2 Months,12000,1 day ago,"['Content Marketing', 'English Proficiency (Written)']",12000,0,1,0,0,1
213,Business Development (Sales),Infoware,Ahmedabad,6 Months,6000-8000,,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'Sales', 'Social Media Marketing']",7000,0,1,0,0,1
214,Admin Execution,PlanCover,Gurgaon,6 Months,10000,2 days ago,['MS-Office'],10000,0,0,0,1,1
215,Business Research,Mudraksh And McShaw Advisory,Noida,6 Months,5000-10000,2 days ago,['Stock Trading'],7500,0,1,0,1,1
216,Social Media Marketing,Stareye Media & Entertainment Private Limited,Noida,3 Months,4000-8000,1 day ago,"['Creative Writing', 'Facebook Marketing', 'Instagram Marketing', 'Search Engine Optimization (SEO)', 'Social Media Marketing']",6000,0,1,0,1,1
217,"PR, Event, Content And Social Media Management",Playzone Media Management,Noida,2 Months,5000,2 days ago,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'Social Media Marketing']",5000,0,0,0,0,1
218,Fashion Design,Pitambra Film & Production LLP,Noida,2 Months,10000-15000,1 day ago,['Fashion Styling'],12500,0,1,0,1,1
219,Architecture,High Rise Architects,Jodhpur,6 Months,6000,1 week ago,"['3ds Max', 'AutoCAD', 'MS-Office']",6000,0,1,0,0,1
220,Digital Marketing,Jarvics Technologies,"Chandigarh, Patiala, Kharar, Punjab, Mohali, Rajpura",6 Months,7000-15000,2 days ago,"['Creative Writing', 'Digital Marketing', 'Email Marketing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Facebook Marketing', 'Instagram Marketing', 'Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)', 'Social Media Marketing']",11000,0,1,0,1,1
221,Business Development (Sales),Parmanand Fire & Safety Enterprises,Pune,6 Months,5000-12000,1 day ago,"['Email Marketing', 'English Proficiency (Spoken)']",8500,0,1,0,0,1
222,ZOHO CRM ANALYST,PlanCover,Gurgaon,6 Months,10000,,['CRM'],10000,0,0,0,1,1
223,E-Commerce Business Management,Amazon Park Nursery,Indore,4 Months,5000-8000,,"['Effective Communication', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",6500,0,1,0,0,1
224,Content Writing,Moretasks Business Solution Limited,Gurgaon,6 Months,25000-30000,,"['Content Writing', 'English Proficiency (Written)']",27500,0,1,0,1,1
225,Digital Marketing,AKS Worldwide Private Limited,Gurgaon,6 Months,8000,2 days ago,"['Digital Marketing', 'Facebook Marketing', 'Instagram Marketing', 'Social Media Marketing']",8000,0,1,0,0,1
226,Content Development (English),IDZ Digital Private Limited,"Thane, Navi Mumbai, Mumbai",6 Months,10000,2 days ago,"['Creative Writing', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",10000,0,1,0,1,1
227,Market Research,Agile Parking Solutions Private Limited,Bhubaneswar,1 Month,18000,2 days ago,['NOT MENTIONED'],18000,0,1,0,1,1
228,Market Research,Agile Parking Solutions Private Limited,Rajkot,1 Month,18000,2 days ago,['NOT MENTIONED'],18000,0,1,0,1,1
229,Market Research,Agile Parking Solutions Private Limited,Cuttack,1 Month,18000,2 days ago,['NOT MENTIONED'],18000,0,1,0,1,1
230,Social Media Marketing,Jarvics Technologies,"Punjab, Mohali, Chandigarh, Ambala",6 Months,7000-12000,2 days ago,"['Creative Writing', 'English Proficiency (Written)', 'Facebook Marketing', 'Search Engine Optimization (SEO)', 'Social Media Marketing']",9500,0,1,0,1,1
231,Market Research,Agile Parking Solutions Private Limited,Jaipur,1 Month,18000,2 days ago,['NOT MENTIONED'],18000,0,1,0,1,1
232,Market Research,Agile Parking Solutions Private Limited,Chandigarh,1 Month,18000,2 days ago,['NOT MENTIONED'],18000,0,1,0,1,1
233,Search Engine Optimization (SEO),Packin Club,Delhi,4 Months,5000,2 days ago,"['Google Analytics', 'Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)']",5000,0,1,0,1,1
234,Corporate Sales,Blue Rose Publishers,"Kolkata, Howrah",6 Months,22000,2 days ago,"['English Proficiency (Spoken)', 'English Proficiency (Written)']",22000,0,1,0,1,1
235,Business Development (Sales),Rizzle,Hyderabad,3 Months,10000,1 day ago,"['Effective Communication', 'Sales', 'Salesforce', 'Sales pitch']",10000,0,1,0,0,1
236,HR & Admin Execution,CPARSEC,Jaipur,6 Months,8000-10000,2 days ago,"['Blogging', 'Creative Writing', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'HR Analytics', 'Proofreading']",9000,0,0,0,0,1
237,Business Development (Sales),Blue Rose Publishers,Delhi,3 Months,20000,2 days ago,"['Client Relationship', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",20000,0,1,0,1,1
238,Inside Sales,Spaark Overseas,Delhi,6 Months,15000,2 days ago,['Negotiation & Problem-solving'],15000,0,1,0,0,1
239,Human Resources (HR),Addend Analytics LLP,"Indore, Navi Mumbai",6 Months,8000,2 weeks ago,"['English Proficiency (Spoken)', 'HR branding', 'MS-Excel']",8000,0,1,0,0,1
240,Customer Service/Customer Support,Homafy,Delhi,3 Months,10000,,"['English Proficiency (Spoken)', 'English Proficiency (Written)']",10000,0,1,0,0,1
241,Videography,Pereyan LLP,Bangalore,6 Months,8000-15000,2 days ago,"['Adobe After Effects', 'Adobe Photoshop', 'Adobe Premiere Pro', 'Photography', 'Problem Solving', 'Video Editing', 'Video Making']",11500,0,1,0,1,1
242,Lead Generation,Zeppstr,Bangalore,6 Months,10000,2 days ago,['NOT MENTIONED'],10000,0,1,0,0,1
243,Animation,Episodiclabs Private Limited (Teckniklab),Ahmedabad,1 Month,2000-2500,2 days ago,"['Adobe After Effects', 'Adobe Illustrator', 'Adobe Photoshop']",2250,0,1,0,1,1
244,Video Editing/Making,Blue Rose Publishers,"Delhi, Noida",3 Months,18000,2 days ago,"['Adobe After Effects', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Video Editing', 'Video Making']",18000,0,1,0,1,1
245,Montessori Training,Pereyan LLP,Bangalore,6 Months,10000-15000,2 days ago,"['Effective Communication', 'English Proficiency (Written)', 'MS-Excel', 'Research and Analytics']",12500,0,0,0,1,1
246,Sales,EFOS Edumarketers Private Limited,"Bihar, Noida, Rajasthan, Delhi, Jaipur",6 Months,10000,2 days ago,['Sales'],10000,0,1,0,0,1
247,Photography,Pereyan LLP,Bangalore,6 Months,5000-15000,2 days ago,"['Adobe Photoshop', 'Adobe Photoshop Lightroom CC', 'Canva', 'Figma', 'Image Processing', 'Photography', 'Problem Solving', 'Video Editing']",10000,0,1,0,1,1
248,Human Resources (HR),Vacancy Factor,Jaipur,6 Months,5000-10000,2 days ago,"['English Proficiency (Spoken)', 'English Proficiency (Written)', 'MS-Excel', 'MS-Office', 'MS-Word']",7500,0,1,0,0,1
249,Business Development (Sales),Muncho Technologies Private Limited,Bangalore,3 Months,10000,,"['Effective Communication', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Hindi Proficiency (Spoken)', 'Sales']",10000,0,1,0,0,1
250,Search Engine Optimization (SEO),GoMechanic,Gurgaon,2 Months,10000,2 days ago,"['Digital Marketing', 'English Proficiency (Written)', 'Google AdWords', 'Google Analytics', 'Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)', 'Social Media Marketing']",10000,0,1,0,0,1
251,Social Media Marketing,TASH HAIR,Gurgaon,4 Months,10500-15000,,"['Creative Writing', 'Instagram Marketing', 'Social Media Marketing']",12750,0,1,0,0,1
252,Video Editing/Making,Fabzen Technologies Private Limited,Bangalore,3 Months,10000,,"['Adobe After Effects', 'Adobe Photoshop', 'Adobe Premiere Pro', 'Video Editing']",10000,0,1,0,1,1
